date,run1
2011-01-08,5.82090711593628
2011-01-09,5.82247829437256
2011-01-10,5.8239631652832
2011-01-11,5.8255033493042
2011-01-12,5.82705688476562
2011-01-13,5.82838010787964
2011-01-14,5.82966279983521
2011-01-15,5.83102035522461
2011-01-16,5.83248805999756
2011-01-17,5.8340368270874
2011-01-18,5.83532238006592
2011-01-19,5.83669233322144
2011-01-20,5.83817434310913
2011-01-21,5.83971834182739
2011-01-22,5.84131669998169
2011-01-23,5.84274101257324
2011-01-24,5.84435796737671
2011-01-25,5.84603071212769
2011-01-26,5.84766626358032
2011-01-27,5.84921550750732
2011-01-28,5.85047245025635
2011-01-29,5.85192251205444
2011-01-30,5.85349273681641
2011-01-31,5.85523223876953
2011-02-01,5.85700607299805
2011-02-02,5.8587794303894
2011-02-03,5.86059474945068
2011-02-04,5.86238956451416
2011-02-05,5.86409902572632
2011-02-06,5.86532020568848
2011-02-07,5.86640739440918
2011-02-08,5.86722898483276
2011-02-09,5.86801958084106
2011-02-10,5.86858463287354
2011-02-11,5.8694634437561
2011-02-12,5.87053108215332
2011-02-13,5.87196588516235
2011-02-14,5.8734884262085
2011-02-15,5.87452268600464
2011-02-16,5.8760027885437
2011-02-17,5.87749147415161
2011-02-18,5.87912559509277
2011-02-19,5.88102149963379
2011-02-20,5.88285970687866
2011-02-21,5.88470029830933
2011-02-22,5.88660860061646
2011-02-23,5.88852071762085
2011-02-24,5.89038181304932
2011-02-25,5.89231252670288
2011-02-26,5.89426136016846
2011-02-27,5.89617443084717
2011-02-28,5.89816236495972
2011-03-01,7.44085216522217
2011-03-02,7.44110631942749
2011-03-03,7.44111204147339
2011-03-04,7.44106960296631
2011-03-05,7.44124364852905
2011-03-06,7.44170475006104
2011-03-07,7.44222497940063
2011-03-08,7.44266939163208
2011-03-09,7.44308233261108
2011-03-10,7.44369220733643
2011-03-11,7.44440507888794
2011-03-12,7.44471883773804
2011-03-13,7.44481182098389
2011-03-14,7.4452691078186
2011-03-15,7.44565010070801
2011-03-16,7.44411468505859
2011-03-17,7.44507217407227
2011-03-18,7.44723796844482
2011-03-19,7.44914579391479
2011-03-20,7.45071268081665
2011-03-21,7.45188426971436
2011-03-22,7.45303440093994
2011-03-23,7.45432043075562
2011-03-24,7.45563793182373
2011-03-25,7.45651149749756
2011-03-26,7.45732355117798
2011-03-27,7.45830965042114
2011-03-28,7.45933628082275
2011-03-29,7.46036243438721
2011-03-30,7.46091794967651
2011-03-31,7.46156883239746
2011-04-01,7.46231651306152
2011-04-02,7.46331262588501
2011-04-03,7.46431636810303
2011-04-04,7.46564817428589
2011-04-05,7.46649360656738
2011-04-06,7.46741056442261
2011-04-07,7.46840906143188
2011-04-08,7.46948432922363
2011-04-09,7.47066402435303
2011-04-10,7.47171545028687
2011-04-11,7.47284460067749
2011-04-12,7.47423553466797
2011-04-13,7.47586631774902
2011-04-14,7.4767918586731
2011-04-15,7.47797346115112
2011-04-16,7.47974538803101
2011-04-17,7.48107528686523
2011-04-18,7.48277616500854
2011-04-19,7.48462820053101
2011-04-20,7.48589992523193
2011-04-21,7.48728132247925
2011-04-22,7.48843240737915
2011-04-23,7.48934173583984
2011-04-24,7.49055957794189
2011-04-25,7.49259662628174
2011-04-26,7.49529600143433
2011-04-27,7.4982967376709
2011-04-28,7.50066137313843
2011-04-29,7.50269079208374
2011-04-30,7.50530385971069
2011-05-01,7.50824928283691
2011-05-02,7.51127767562866
2011-05-03,7.51474189758301
2011-05-04,7.51865673065186
2011-05-05,7.52291917800903
2011-05-06,7.52862024307251
2011-05-07,7.53308486938477
2011-05-08,7.53644180297852
2011-05-09,7.54142379760742
2011-05-10,7.54686689376831
2011-05-11,7.5528244972229
2011-05-12,7.55926561355591
2011-05-13,7.56585359573364
2011-05-14,7.57326412200928
2011-05-15,7.57954788208008
2011-05-16,7.58664751052856
2011-05-17,7.59531307220459
2011-05-18,7.60547733306885
2011-05-19,7.61316585540771
2011-05-20,7.6215705871582
2011-05-21,7.62988948822021
2011-05-22,7.63850927352905
2011-05-23,7.64927673339844
2011-05-24,7.66220188140869
2011-05-25,7.67303562164307
2011-05-26,7.68428468704224
2011-05-27,7.69350385665894
2011-05-28,7.70366287231445
2011-05-29,7.71874570846558
2011-05-30,7.7373104095459
2011-05-31,7.74953460693359
2011-06-01,8.49385070800781
2011-06-02,8.70542144775391
2011-06-03,8.9248571395874
2011-06-04,9.12408065795898
2011-06-05,9.31460952758789
2011-06-06,9.53692054748535
2011-06-07,9.67607307434082
2011-06-08,9.80166912078857
2011-06-09,10.0209112167358
2011-06-10,10.3028831481934
2011-06-11,NA
2011-06-12,NA
2011-06-13,NA
2011-06-14,NA
2011-06-15,NA
2011-06-16,NA
2011-06-17,NA
2011-06-18,NA
2011-06-19,NA
2011-06-20,NA
2011-06-21,NA
2011-06-22,NA
2011-06-23,NA
2011-06-24,NA
2011-06-25,NA
2011-06-26,NA
2011-06-27,NA
2011-06-28,NA
2011-06-29,NA
2011-06-30,NA
2011-07-01,NA
2011-07-02,NA
2011-07-03,NA
2011-07-04,NA
2011-07-05,NA
2011-07-06,NA
2011-07-07,NA
2011-07-08,NA
2011-07-09,NA
2011-07-10,NA
2011-07-11,NA
2011-07-12,NA
2011-07-13,NA
2011-07-14,NA
2011-07-15,NA
2011-07-16,NA
2011-07-17,NA
2011-07-18,NA
2011-07-19,NA
2011-07-20,NA
2011-07-21,NA
2011-07-22,NA
2011-07-23,NA
2011-07-24,NA
2011-07-25,NA
2011-07-26,NA
2011-07-27,NA
2011-07-28,NA
2011-07-29,NA
2011-07-30,NA
2011-07-31,NA
2011-08-01,NA
2011-08-02,NA
2011-08-03,NA
2011-08-04,NA
2011-08-05,NA
2011-08-06,NA
2011-08-07,NA
2011-08-08,NA
2011-08-09,NA
2011-08-10,NA
2011-08-11,NA
2011-08-12,NA
2011-08-13,NA
2011-08-14,NA
2011-08-15,NA
2011-08-16,NA
2011-08-17,NA
2011-08-18,NA
2011-08-19,NA
2011-08-20,NA
2011-08-21,NA
2011-08-22,NA
2011-08-23,NA
2011-08-24,NA
2011-08-25,NA
2011-08-26,NA
2011-08-27,NA
2011-08-28,NA
2011-08-29,NA
2011-08-30,NA
2011-08-31,NA
2011-09-01,NA
2011-09-02,NA
2011-09-03,NA
2011-09-04,NA
2011-09-05,NA
2011-09-06,NA
2011-09-07,NA
2011-09-08,NA
2011-09-09,NA
2011-09-10,NA
2011-09-11,NA
2011-09-12,NA
2011-09-13,NA
2011-09-14,NA
2011-09-15,NA
2011-09-16,NA
2011-09-17,NA
2011-09-18,NA
2011-09-19,NA
2011-09-20,NA
2011-09-21,NA
2011-09-22,NA
2011-09-23,NA
2011-09-24,NA
2011-09-25,NA
2011-09-26,NA
2011-09-27,NA
2011-09-28,NA
2011-09-29,NA
2011-09-30,NA
2011-10-01,NA
2011-10-02,NA
2011-10-03,NA
2011-10-04,NA
2011-10-05,NA
2011-10-06,NA
2011-10-07,NA
2011-10-08,NA
2011-10-09,NA
2011-10-10,NA
2011-10-11,NA
2011-10-12,NA
2011-10-13,NA
2011-10-14,NA
2011-10-15,NA
2011-10-16,NA
2011-10-17,NA
2011-10-18,NA
2011-10-19,NA
2011-10-20,NA
2011-10-21,NA
2011-10-22,NA
2011-10-23,NA
2011-10-24,NA
2011-10-25,NA
2011-10-26,NA
2011-10-27,NA
2011-10-28,NA
2011-10-29,NA
2011-10-30,NA
2011-10-31,NA
2011-11-01,NA
2011-11-02,NA
2011-11-03,NA
2011-11-04,NA
2011-11-05,NA
2011-11-06,NA
2011-11-07,NA
2011-11-08,NA
2011-11-09,NA
2011-11-10,NA
2011-11-11,NA
2011-11-12,NA
2011-11-13,NA
2011-11-14,NA
2011-11-15,NA
2011-11-16,NA
2011-11-17,NA
2011-11-18,NA
2011-11-19,NA
2011-11-20,NA
2011-11-21,NA
2011-11-22,NA
2011-11-23,NA
2011-11-24,NA
2011-11-25,NA
2011-11-26,NA
2011-11-27,NA
2011-11-28,NA
2011-11-29,NA
2011-11-30,NA
2011-12-01,NA
2011-12-02,NA
2011-12-03,NA
2011-12-04,NA
2011-12-05,NA
2011-12-06,NA
2011-12-07,NA
2011-12-08,NA
2011-12-09,NA
2011-12-10,NA
2011-12-11,NA
2011-12-12,NA
2011-12-13,NA
2011-12-14,NA
2011-12-15,NA
2011-12-16,NA
2011-12-17,NA
2011-12-18,NA
2011-12-19,NA
2011-12-20,NA
2011-12-21,NA
2011-12-22,NA
2011-12-23,NA
2011-12-24,NA
2011-12-25,NA
2011-12-26,NA
2011-12-27,NA
2011-12-28,NA
2011-12-29,NA
2011-12-30,NA
2011-12-31,NA
2012-01-01,NA
2012-01-02,NA
2012-01-03,NA
2012-01-04,NA
2012-01-05,NA
2012-01-06,NA
2012-01-07,NA
2012-01-08,NA
2012-01-09,NA
2012-01-10,NA
2012-01-11,NA
2012-01-12,NA
2012-01-13,NA
2012-01-14,NA
2012-01-15,NA
2012-01-16,NA
2012-01-17,NA
2012-01-18,NA
2012-01-19,NA
2012-01-20,NA
2012-01-21,NA
2012-01-22,NA
2012-01-23,NA
2012-01-24,NA
2012-01-25,NA
2012-01-26,NA
2012-01-27,NA
2012-01-28,NA
2012-01-29,NA
2012-01-30,NA
2012-01-31,NA
2012-02-01,NA
2012-02-02,NA
2012-02-03,NA
2012-02-04,NA
2012-02-05,NA
2012-02-06,NA
2012-02-07,NA
2012-02-08,NA
2012-02-09,NA
2012-02-10,NA
2012-02-11,NA
2012-02-12,NA
2012-02-13,NA
2012-02-14,NA
2012-02-15,NA
2012-02-16,NA
2012-02-17,NA
2012-02-18,NA
2012-02-19,NA
2012-02-20,NA
2012-02-21,NA
2012-02-22,NA
2012-02-23,NA
2012-02-24,NA
2012-02-25,NA
2012-02-26,NA
2012-02-27,NA
2012-02-28,NA
2012-03-01,NA
2012-03-02,NA
2012-03-03,NA
2012-03-04,NA
2012-03-05,NA
2012-03-06,NA
2012-03-07,NA
2012-03-08,NA
2012-03-09,NA
2012-03-10,NA
2012-03-11,NA
2012-03-12,NA
2012-03-13,NA
2012-03-14,NA
2012-03-15,NA
2012-03-16,NA
2012-03-17,NA
2012-03-18,NA
2012-03-19,NA
2012-03-20,NA
2012-03-21,NA
2012-03-22,NA
2012-03-23,NA
2012-03-24,NA
2012-03-25,NA
2012-03-26,NA
2012-03-27,NA
2012-03-28,NA
2012-03-29,NA
2012-03-30,NA
2012-03-31,NA
2012-04-01,NA
2012-04-02,NA
2012-04-03,NA
2012-04-04,NA
2012-04-05,NA
2012-04-06,NA
2012-04-07,NA
2012-04-08,NA
2012-04-09,NA
2012-04-10,NA
2012-04-11,NA
2012-04-12,NA
2012-04-13,NA
2012-04-14,NA
2012-04-15,NA
2012-04-16,NA
2012-04-17,NA
2012-04-18,NA
2012-04-19,NA
2012-04-20,NA
2012-04-21,NA
2012-04-22,NA
2012-04-23,NA
2012-04-24,NA
2012-04-25,NA
2012-04-26,NA
2012-04-27,NA
2012-04-28,NA
2012-04-29,NA
2012-04-30,NA
2012-05-01,NA
2012-05-02,NA
2012-05-03,NA
2012-05-04,NA
2012-05-05,NA
2012-05-06,NA
2012-05-07,NA
2012-05-08,NA
2012-05-09,NA
2012-05-10,NA
2012-05-11,NA
2012-05-12,NA
2012-05-13,NA
2012-05-14,NA
2012-05-15,NA
2012-05-16,NA
2012-05-17,NA
2012-05-18,NA
2012-05-19,NA
2012-05-20,NA
2012-05-21,NA
2012-05-22,NA
2012-05-23,NA
2012-05-24,NA
2012-05-25,NA
2012-05-26,NA
2012-05-27,NA
2012-05-28,NA
2012-05-29,NA
2012-05-30,NA
2012-05-31,NA
2012-06-01,6.72433233261108
2012-06-02,6.75142908096313
2012-06-03,6.7699122428894
2012-06-04,6.78708839416504
2012-06-05,6.81050157546997
2012-06-06,6.8353328704834
2012-06-07,6.85942411422729
2012-06-08,6.88090467453003
2012-06-09,6.89961624145508
2012-06-10,6.91863059997559
2012-06-11,6.93460750579834
2012-06-12,6.95308971405029
2012-06-13,6.97397232055664
2012-06-14,6.99534797668457
2012-06-15,7.01842546463013
2012-06-16,7.04141902923584
2012-06-17,7.06346845626831
2012-06-18,7.08330965042114
2012-06-19,7.09620761871338
2012-06-20,7.11121606826782
2012-06-21,7.12848997116089
2012-06-22,7.14830827713013
2012-06-23,7.1672191619873
2012-06-24,7.18634605407715
2012-06-25,7.20627307891846
2012-06-26,7.22596454620361
2012-06-27,7.24577379226685
2012-06-28,7.26503992080688
2012-06-29,7.28281116485596
2012-06-30,7.30374097824097
2012-07-01,7.32149028778076
2012-07-02,7.3382396697998
2012-07-03,7.35800981521606
2012-07-04,7.3775110244751
2012-07-05,7.39507675170898
2012-07-06,7.4057412147522
2012-07-07,7.41719245910645
2012-07-08,7.43570423126221
2012-07-09,7.45409154891968
2012-07-10,7.46636629104614
2012-07-11,7.476731300354
2012-07-12,7.48777866363525
2012-07-13,7.49985122680664
2012-07-14,7.51009273529053
2012-07-15,7.52503967285156
2012-07-16,7.54526948928833
2012-07-17,7.56282615661621
2012-07-18,7.58208894729614
2012-07-19,7.6010217666626
2012-07-20,7.61800193786621
2012-07-21,7.63232946395874
2012-07-22,7.64888381958008
2012-07-23,7.66804265975952
2012-07-24,7.68563032150269
2012-07-25,7.70484924316406
2012-07-26,7.72562170028687
2012-07-27,7.74803447723389
2012-07-28,7.76836729049683
2012-07-29,7.78690719604492
2012-07-30,7.80655765533447
2012-07-31,7.82607650756836
2012-08-01,7.84683179855347
2012-08-02,7.86569976806641
2012-08-03,7.88433122634888
2012-08-04,7.90440511703491
2012-08-05,7.92313146591187
2012-08-06,7.93999004364014
2012-08-07,7.95240831375122
2012-08-08,7.97022342681885
2012-08-09,7.98762178421021
2012-08-10,7.99861860275269
2012-08-11,8.00700664520264
2012-08-12,8.02924251556396
2012-08-13,8.04364776611328
2012-08-14,8.06593322753906
2012-08-15,8.0779275894165
2012-08-16,8.09255599975586
2012-08-17,8.1116886138916
2012-08-18,8.14406871795654
2012-08-19,8.17466163635254
2012-08-20,8.18727493286133
2012-08-21,8.19348049163818
2012-08-22,8.20525932312012
2012-08-23,8.22642040252686
2012-08-24,8.25095653533936
2012-08-25,8.27676105499268
2012-08-26,8.30895614624023
2012-08-27,8.31413078308105
2012-08-28,8.32731628417969
2012-08-29,8.35198783874512
2012-08-30,8.37233257293701
2012-08-31,8.40055084228516
2012-09-01,6.88622617721558
2012-09-02,6.8928689956665
2012-09-03,6.89898204803467
2012-09-04,6.90410184860229
2012-09-05,6.90873336791992
2012-09-06,6.9134259223938
2012-09-07,6.91872310638428
2012-09-08,6.92477798461914
2012-09-09,6.93075895309448
2012-09-10,6.93712329864502
2012-09-11,6.94363164901733
2012-09-12,6.94965505599976
2012-09-13,6.95574760437012
2012-09-14,6.9623908996582
2012-09-15,6.96908760070801
2012-09-16,6.97558164596558
2012-09-17,6.98070049285889
2012-09-18,6.98279714584351
2012-09-19,6.98614501953125
2012-09-20,6.9900975227356
2012-09-21,6.99423837661743
2012-09-22,6.99818849563599
2012-09-23,7.00263261795044
2012-09-24,7.00741624832153
2012-09-25,7.01270866394043
2012-09-26,7.0172438621521
2012-09-27,7.02124738693237
2012-09-28,7.02489852905273
2012-09-29,7.02750682830811
2012-09-30,7.03104114532471
2012-10-01,7.03702354431152
2012-10-02,7.04245853424072
2012-10-03,7.04811382293701
2012-10-04,7.0543794631958
2012-10-05,7.06019973754883
2012-10-06,7.06516647338867
2012-10-07,7.07006168365479
2012-10-08,7.07518815994263
2012-10-09,7.08038663864136
2012-10-10,7.08508062362671
2012-10-11,7.08924150466919
2012-10-12,7.0927472114563
2012-10-13,7.09669971466064
2012-10-14,7.10197448730469
2012-10-15,7.10771179199219
2012-10-16,7.11394786834717
2012-10-17,7.12045526504517
2012-10-18,7.12585306167603
2012-10-19,7.13094186782837
2012-10-20,7.13807582855225
2012-10-21,7.14715576171875
2012-10-22,7.15716075897217
2012-10-23,7.16595840454102
2012-10-24,7.17325115203857
2012-10-25,7.17750453948975
2012-10-26,7.18077564239502
2012-10-27,7.18550872802734
2012-10-28,7.19289302825928
2012-10-29,7.19980716705322
2012-10-30,7.2052206993103
2012-10-31,7.21118545532227
2012-11-01,7.21869802474976
2012-11-02,7.22797441482544
2012-11-03,7.2369122505188
2012-11-04,7.24375581741333
2012-11-05,7.25073337554932
2012-11-06,7.25771188735962
2012-11-07,7.26428461074829
2012-11-08,7.27076625823975
2012-11-09,7.27483224868774
2012-11-10,7.27781915664673
2012-11-11,7.28276491165161
2012-11-12,7.28780078887939
2012-11-13,7.2930703163147
2012-11-14,7.29764747619629
2012-11-15,7.30143690109253
2012-11-16,7.30448007583618
2012-11-17,7.30753231048584
2012-11-18,7.31073999404907
2012-11-19,7.31418085098267
2012-11-20,7.31794118881226
2012-11-21,7.32181167602539
2012-11-22,7.32551240921021
2012-11-23,7.32929563522339
2012-11-24,7.33308935165405
2012-11-25,7.33687734603882
2012-11-26,7.34053373336792
2012-11-27,7.3439826965332
2012-11-28,7.34808540344238
2012-11-29,7.35232496261597
2012-11-30,7.35713624954224
2012-12-01,6.44823455810547
2012-12-02,6.45266580581665
2012-12-03,6.45671796798706
2012-12-04,6.4601936340332
2012-12-05,6.46426486968994
2012-12-06,6.46799802780151
2012-12-07,6.471839427948
2012-12-08,6.47561597824097
2012-12-09,6.47935771942139
2012-12-10,6.48200511932373
2012-12-11,6.48238801956177
2012-12-12,6.48316097259521
2012-12-13,6.48587131500244
2012-12-14,6.48952484130859
2012-12-15,6.49334812164307
2012-12-16,6.49739170074463
2012-12-17,6.50137090682983
2012-12-18,6.50499820709229
2012-12-19,6.50859928131104
2012-12-20,6.51231479644775
2012-12-21,6.51605415344238
2012-12-22,6.51935434341431
2012-12-23,6.51936817169189
2012-12-24,6.51801681518555
2012-12-25,6.51875734329224
2012-12-26,6.52001905441284
2012-12-27,6.52308177947998
2012-12-28,6.5261435508728
2012-12-29,6.52884769439697
2012-12-30,6.53000545501709
2012-12-31,6.53084516525269
2013-01-01,6.5314769744873
2013-01-02,6.5323371887207
2013-01-03,6.53542947769165
2013-01-04,6.53821897506714
2013-01-05,6.54067277908325
2013-01-06,6.54261779785156
2013-01-07,6.54577922821045
2013-01-08,6.54833507537842
2013-01-09,6.54950618743896
2013-01-10,6.54952907562256
2013-01-11,6.55224657058716
2013-01-12,6.55472326278687
2013-01-13,6.55799579620361
2013-01-14,6.56132173538208
2013-01-15,6.5644679069519
2013-01-16,6.56760597229004
2013-01-17,6.57026815414429
2013-01-18,6.56951951980591
2013-01-19,6.57034730911255
2013-01-20,6.57337760925293
2013-01-21,6.57791948318481
2013-01-22,6.5829963684082
2013-01-23,6.587965965271
2013-01-24,6.59286451339722
2013-01-25,6.59592914581299
2013-01-26,6.60255479812622
2013-01-27,6.61161947250366
2013-01-28,6.62264108657837
2013-01-29,6.63735723495483
2013-01-30,6.65381956100464
2013-01-31,6.67065954208374
2013-02-01,6.68783378601074
2013-02-02,6.70291519165039
2013-02-03,6.71718215942383
2013-02-04,6.73309898376465
2013-02-05,6.75103569030762
2013-02-06,6.76896095275879
2013-02-07,6.78714179992676
2013-02-08,6.84767913818359
2013-02-09,7.12383127212524
2013-02-10,7.38425207138062
2013-02-11,7.62121152877808
2013-02-12,7.71760225296021
2013-02-13,7.77521276473999
2013-02-14,7.77464628219604
2013-02-15,7.70594215393066
2013-02-16,7.65602874755859
2013-02-17,7.61756563186646
2013-02-18,7.58785438537598
2013-02-19,7.56368112564087
2013-02-20,7.54333734512329
2013-02-21,7.52677774429321
2013-02-22,7.51330184936523
2013-02-23,7.54210042953491
2013-02-24,7.68358707427979
2013-02-25,7.64858961105347
2013-02-26,7.63797950744629
2013-02-27,7.58520984649658
2013-02-28,7.52558279037476
2013-03-01,6.7612099647522
2013-03-02,6.74245119094849
2013-03-03,6.74379730224609
2013-03-04,6.74475622177124
2013-03-05,6.74528074264526
2013-03-06,6.74576950073242
2013-03-07,6.74655151367188
2013-03-08,6.74748706817627
2013-03-09,6.74835157394409
2013-03-10,6.74933624267578
2013-03-11,6.75040626525879
2013-03-12,6.75136184692383
2013-03-13,6.75209999084473
2013-03-14,6.75295257568359
2013-03-15,6.75403690338135
2013-03-16,6.75499057769775
2013-03-17,6.75580978393555
2013-03-18,6.75669765472412
2013-03-19,6.75762128829956
2013-03-20,6.75852489471436
2013-03-21,6.75949144363403
2013-03-22,6.76051712036133
2013-03-23,6.76141023635864
2013-03-24,6.76216793060303
2013-03-25,6.76301097869873
2013-03-26,6.7638955116272
2013-03-27,6.76456165313721
2013-03-28,6.76523447036743
2013-03-29,6.76605129241943
2013-03-30,6.76687240600586
2013-03-31,6.76772975921631
2013-04-01,6.76847505569458
2013-04-02,6.76927280426025
2013-04-03,6.77019548416138
2013-04-04,6.77097749710083
2013-04-05,6.77158403396606
2013-04-06,6.77220773696899
2013-04-07,6.77292537689209
2013-04-08,6.77387094497681
2013-04-09,6.77476692199707
2013-04-10,6.77563381195068
2013-04-11,6.77656221389771
2013-04-12,6.77747392654419
2013-04-13,6.77838277816772
2013-04-14,6.77934503555298
2013-04-15,6.78035926818848
2013-04-16,6.78130149841309
2013-04-17,6.78195190429688
2013-04-18,6.78287792205811
2013-04-19,6.78366613388062
2013-04-20,6.78447198867798
2013-04-21,6.78548240661621
2013-04-22,6.78645324707031
2013-04-23,6.78749179840088
2013-04-24,6.78859615325928
2013-04-25,6.78951787948608
2013-04-26,6.79024696350098
2013-04-27,6.79094696044922
2013-04-28,6.79163789749146
2013-04-29,6.79251146316528
2013-04-30,6.79365301132202
2013-05-01,6.79477453231812
2013-05-02,6.79592752456665
2013-05-03,6.79669570922852
2013-05-04,6.79751920700073
2013-05-05,6.79830121994019
2013-05-06,6.79915857315063
2013-05-07,6.80002355575562
2013-05-08,6.80104970932007
2013-05-09,6.80212211608887
2013-05-10,6.80322790145874
2013-05-11,6.80450487136841
2013-05-12,6.80571746826172
2013-05-13,6.80690336227417
2013-05-14,6.80800724029541
2013-05-15,6.8090238571167
2013-05-16,6.81009864807129
2013-05-17,6.81132745742798
2013-05-18,6.81279706954956
2013-05-19,6.81396865844727
2013-05-20,6.81485652923584
2013-05-21,6.81571960449219
2013-05-22,6.81675243377686
2013-05-23,6.81802082061768
2013-05-24,6.81936931610107
2013-05-25,6.8209056854248
2013-05-26,6.82255125045776
2013-05-27,6.8240795135498
2013-05-28,6.82557392120361
2013-05-29,6.82685327529907
2013-05-30,6.82833099365234
2013-05-31,6.82986736297607
2013-06-01,6.89274930953979
2013-06-02,6.89396524429321
2013-06-03,6.89529228210449
2013-06-04,6.89652299880981
2013-06-05,6.89781427383423
2013-06-06,6.89922142028809
2013-06-07,6.90066528320312
2013-06-08,6.9019513130188
2013-06-09,6.9030909538269
2013-06-10,6.90425777435303
2013-06-11,6.90554094314575
2013-06-12,6.9067964553833
2013-06-13,6.90820455551147
2013-06-14,6.90970230102539
2013-06-15,6.9112343788147
2013-06-16,6.91270017623901
2013-06-17,6.91409206390381
2013-06-18,6.91543674468994
2013-06-19,6.91681432723999
2013-06-20,6.91827392578125
2013-06-21,6.91966390609741
2013-06-22,6.92109298706055
2013-06-23,6.92247724533081
2013-06-24,6.92400455474854
2013-06-25,6.92573833465576
2013-06-26,6.92732715606689
2013-06-27,6.92876148223877
2013-06-28,6.93013477325439
2013-06-29,6.93159866333008
2013-06-30,6.93311500549316
2013-07-01,6.93458843231201
2013-07-02,6.93613958358765
2013-07-03,6.93773078918457
2013-07-04,6.93925189971924
2013-07-05,6.94098043441772
2013-07-06,6.94272994995117
2013-07-07,6.94448184967041
2013-07-08,6.94640111923218
2013-07-09,6.94840812683105
2013-07-10,6.95040559768677
2013-07-11,6.9522647857666
2013-07-12,6.95382642745972
2013-07-13,6.95543098449707
2013-07-14,6.95714330673218
2013-07-15,6.95909452438354
2013-07-16,6.96075010299683
2013-07-17,6.96224021911621
2013-07-18,6.96397590637207
2013-07-19,6.96593904495239
2013-07-20,6.96809482574463
2013-07-21,6.96957063674927
2013-07-22,6.97184896469116
2013-07-23,6.9740161895752
2013-07-24,6.97550582885742
2013-07-25,6.97656488418579
2013-07-26,6.97786521911621
2013-07-27,6.97941827774048
2013-07-28,6.98121690750122
2013-07-29,6.98311471939087
2013-07-30,6.98518371582031
2013-07-31,6.98735857009888
2013-08-01,6.98988437652588
2013-08-02,6.99251317977905
2013-08-03,6.99507904052734
2013-08-04,6.99744462966919
2013-08-05,6.99995613098145
2013-08-06,7.00254106521606
2013-08-07,7.0045862197876
2013-08-08,7.00623226165771
2013-08-09,7.0079174041748
2013-08-10,7.00995588302612
2013-08-11,7.01225662231445
2013-08-12,7.01470184326172
2013-08-13,7.01710224151611
2013-08-14,7.01944446563721
2013-08-15,7.0218300819397
2013-08-16,7.02422428131104
2013-08-17,7.02635097503662
2013-08-18,7.02826404571533
2013-08-19,7.03054857254028
2013-08-20,7.03301572799683
2013-08-21,7.03577518463135
2013-08-22,7.03824520111084
2013-08-23,7.04055738449097
2013-08-24,7.04281282424927
2013-08-25,7.04517889022827
2013-08-26,7.04801416397095
2013-08-27,7.05089616775513
2013-08-28,7.05381727218628
2013-08-29,7.05695867538452
2013-08-30,7.06007194519043
2013-08-31,7.06314563751221
2013-09-01,7.02781343460083
2013-09-02,7.03029155731201
2013-09-03,7.03265523910522
2013-09-04,7.03494262695312
2013-09-05,7.03711223602295
2013-09-06,7.03902673721313
2013-09-07,7.04067945480347
2013-09-08,7.04234838485718
2013-09-09,7.04403114318848
2013-09-10,7.04574632644653
2013-09-11,7.04756450653076
2013-09-12,7.04963827133179
2013-09-13,7.05170392990112
2013-09-14,7.05360984802246
2013-09-15,7.05548906326294
2013-09-16,7.05730772018433
2013-09-17,7.05901193618774
2013-09-18,7.06081533432007
2013-09-19,7.06241607666016
2013-09-20,7.06403112411499
2013-09-21,7.06538581848145
2013-09-22,7.06705236434937
2013-09-23,7.069007396698
2013-09-24,7.07114410400391
2013-09-25,7.07319116592407
2013-09-26,7.07479238510132
2013-09-27,7.0752272605896
2013-09-28,7.07583713531494
2013-09-29,7.07736253738403
2013-09-30,7.07977151870728
2013-10-01,7.08231353759766
2013-10-02,7.08460187911987
2013-10-03,7.08655452728271
2013-10-04,7.08851957321167
2013-10-05,7.09069633483887
2013-10-06,7.09284448623657
2013-10-07,7.0954327583313
2013-10-08,7.09815979003906
2013-10-09,7.10085201263428
2013-10-10,7.10339593887329
2013-10-11,7.1052827835083
2013-10-12,7.10743379592896
2013-10-13,7.10986232757568
2013-10-14,7.1121711730957
2013-10-15,7.11436653137207
2013-10-16,7.11632966995239
2013-10-17,7.11764860153198
2013-10-18,7.11927604675293
2013-10-19,7.12046718597412
2013-10-20,7.12175989151001
2013-10-21,7.12319231033325
2013-10-22,7.12516641616821
2013-10-23,7.126389503479
2013-10-24,7.12772274017334
2013-10-25,7.12907123565674
2013-10-26,7.1313681602478
2013-10-27,7.13400316238403
2013-10-28,7.13671112060547
2013-10-29,7.13925695419312
2013-10-30,7.14166450500488
2013-10-31,7.14391040802002
2013-11-01,7.14612817764282
2013-11-02,7.14816284179688
2013-11-03,7.15036058425903
2013-11-04,7.15202569961548
2013-11-05,7.15401363372803
2013-11-06,7.15640783309937
2013-11-07,7.1586856842041
2013-11-08,7.16048097610474
2013-11-09,7.16168546676636
2013-11-10,7.16297388076782
2013-11-11,7.16500425338745
2013-11-12,7.16749286651611
2013-11-13,7.16899490356445
2013-11-14,7.17016077041626
2013-11-15,7.1713547706604
2013-11-16,7.17301893234253
2013-11-17,7.17510175704956
2013-11-18,7.17959928512573
2013-11-19,7.1868691444397
2013-11-20,7.19519948959351
2013-11-21,7.20153093338013
2013-11-22,7.20652961730957
2013-11-23,7.2093448638916
2013-11-24,7.21131324768066
